,track_name,artist_name,track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
318,World So Cold,Mudvayne,0iZbC7hLkOdBhewWb4nqff,0.364,0.843,-5.796,0.107,0.00126,0.00179,0.0989,0.396,138.128,1
319,Bottom of a Bottle,Smile Empty Soul,3EmNjy3zFszmAOCikiKxCd,0.542,0.838,-5.198,0.0392,0.00216,2.05e-06,0.0829,0.423,106.044,4
320,A Praise Chorus,Jimmy Eat World,0n7d3no0cHnsnkgfFzDuj4,0.461,0.936,-5.296,0.0678,0.0249,8.63e-06,0.222,0.484,184.184,4
321,Serenity,Godsmack,21GwG8Alj5Duat0I0IkE9R,0.684,0.659,-5.713,0.0234,0.027,5.9e-06,0.15,0.319,110.159,4
322,Unwell,matchbox twenty,6Bm6qUCSatPAqkQllFL7oA,0.256,0.788,-5.263,0.0403,0.0298,0,0.707,0.429,80.718,4
323,Time Is Running Out,Muse,2takcwOaAZWiXQijPHIx7B,0.585,0.842,-5.883,0.0556,0.00242,0.00686,0.0866,0.428,118.211,4
324,Rest Of My Life,Unwritten Law,1WSfhKS5idQJwgVkfOe0cR,0.532,0.823,-3.775,0.031,0.0299,2.75e-06,0.15,0.46,95.955,4
325,Suffocate,Cold,5C5TS7hQesbPAcWjX8av8z,0.537,0.913,-4.344,0.0374,0.00158,0,0.163,0.578,99.969,4
326,Take It Off,The Donnas,6QyBIZEvs11K9lKjyLYtv6,0.412,0.951,-3.371,0.0548,2.61e-06,0.00239,0.0958,0.333,158.78,4
327,Hysteria,Muse,7xyYsOvq5Ec3P4fr6mM9fD,0.412,0.92,-4.852,0.0575,0.000456,0.0026,0.11,0.455,93.162,4
328,Set Me Free,Velvet Revolver,5v5ZwMuil1RWGFpUkl7Zh8,0.386,0.984,-5.294,0.107,0.00024,0.765,0.332,0.226,163.053,4
329,Going Under,Evanescence,3UygY7qW2cvG9Llkay6i1i,0.37,0.858,-4.885,0.0545,0.00815,2.12e-05,0.229,0.464,175.077,4
330,The Scientist,Coldplay,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4
331,Inhale,Stone Sour,5wJxZ9YBm653xHNPC6BnRk,0.344,0.806,-4.111,0.0316,0.000306,2.57e-05,0.35,0.286,94.366,4
332,Bandages,Hot Hot Heat,75pMEcHJjLRv0O8MHxQvdg,0.376,0.947,-3.778,0.0902,0.00757,0,0.107,0.859,150.212,4
333,Diamonds And Guns,Transplants,78oeeGkqmsr6r6AlW0x69d,0.582,0.925,-3.15,0.182,0.0341,0.000116,0.579,0.701,171.543,4
334,Silver and Cold,AFI,6RGV97HIkgZJjme2dzilfg,0.412,0.839,-4.543,0.0369,0.00258,7.1e-06,0.333,0.37,130.09,1
335,Fly from the Inside,Shinedown,6kPDxVwJH5YtKeytA2rA6M,0.482,0.916,-4.557,0.0473,3.51e-05,0.000588,0.0474,0.385,96.101,4
336,Frantic,Metallica,09NpqcWK5TLI86HbHv3N0L,0.483,0.978,-3.063,0.0882,0.00497,0.125,0.0782,0.563,161.764,4
337,Imprint,DoubleDrive,4X6re6ysXxwcxSYXkLzYov,0.574,0.871,-5.854,0.0477,0.00254,0.0001,0.0807,0.376,116.931,4
338,Jump,Girls Aloud,4VZxKuQCVJbQMoB5lg7Ps7,0.658,0.826,-6.031,0.0346,0.00189,0.00275,0.0492,0.795,134.465,4
339,Go with the Flow,Queens of the Stone Age,45DElIx0dXqUH4A88yQFdE,0.242,0.992,-3.9,0.0988,0.0148,0.113,0.833,0.374,159.37,4
340,All in the Suit That You Wear,Stone Temple Pilots,17Nk1aji6gd26vabky7fMi,0.429,0.983,-2.962,0.0617,1.94e-05,0.0176,0.312,0.579,122.881,4
341,The Only,Static-X,35ZmCVnfYRdK1iLGCxNhMa,0.428,0.979,-2.929,0.225,7.04e-05,0,0.129,0.292,104.84,4
342,Running From Me,TRUSTcompany,6k9P9bb84TAtsnfOQz2OCj,0.417,0.828,-3.662,0.0693,0.000681,0.000725,0.068,0.357,159.686,4
343,Here without You,3 Doors Down,3NLrRZoMF0Lx6zTlYqeIo4,0.557,0.533,-6.817,0.0252,0.0492,0,0.205,0.233,143.994,4
344,American Life,Madonna,1YhiWWFrbdd3kAVhSYDhZ7,0.787,0.583,-7.16,0.176,0.0438,0,0.282,0.706,101.96,4
345,Farther,Outspoken,0Ypyuft5qLGCO2x0JqNvJu,0.581,0.793,-6.43,0.0293,4.11e-05,0.233,0.0917,0.232,106.954,4
346,Hey Ya!,OutKast,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526,4
347,Mine,Taproot,3BKcnIM3XX5OCKCNmVlL5Z,0.482,0.931,-2.835,0.0839,0.00347,0.0156,0.332,0.42,158.463,4
348,Girl's Not Grey,AFI,3fttmSWGThBQTNkuHMoCTN,0.389,0.905,-4.494,0.0354,0.00844,0.00016,0.124,0.672,121.836,4
349,Falls on Me,Fuel,7CIzpZaeeNCtJDi1nqEDXb,0.317,0.804,-6.504,0.0379,8.08e-05,0.109,0.0995,0.181,164.185,4
350,Everyone,Socialburn,54GCkWXW3eae65pP4InX8e,0.407,0.87,-5.249,0.0423,0.000491,0,0.145,0.351,91.392,4
351,Figured You Out,Nickelback,1Yuim9eHBfG8YUJII28XDF,0.544,0.867,-5.527,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,4
352,Boulevard of Broken Dreams,Green Day,5GorCbAP4aL0EJ16frG2hd,0.496,0.682,-4.095,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,4
353,Fall to Pieces,Velvet Revolver,2amzrvbxYiq8AxGntIiw5V,0.464,0.887,-4.65,0.0499,0.000429,0.333,0.126,0.23,132.759,4
354,Slither,Velvet Revolver,7kF1iPJTj3VFJX9XokQ80F,0.478,0.974,-3.866,0.102,0.000266,0.0984,0.0738,0.268,141.077,4
355,Cold,Crossfade,6ZxrUCaynLgKSUudACOTwj,0.451,0.815,-5.55,0.0368,6.06e-05,0,0.27,0.618,147.974,4
356,Cold Hard Bitch,Jet,5u6fnmRO5V0PTl5M2Eekeu,0.458,0.895,-3.972,0.0681,0.000219,0.000394,0.106,0.357,130.327,4
357,Vertigo,U2,1gVVSmhWjci8l9Vrsl6HaS,0.416,0.819,-3.974,0.0613,0.000138,0.00108,0.147,0.632,140.083,4
358,American Idiot,Green Day,6nTiIhLmQ3FWhvrGafw2zj,0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,4
359,Breaking the Habit,Linkin Park,6n8TMVyFKoUmDc4apxceRD,0.579,0.849,-5.218,0.0303,0.108,0,0.0909,0.581,100.021,4
360,Scars,Papa Roach,1UREw2MCfU0xwBzCAjxlUD,0.384,0.921,-3.334,0.055,0.0948,0,0.168,0.471,89.922,4
361,Home,Three Days Grace,6GVryHJpjnrnrsTggoNTpe,0.366,0.847,-5.216,0.035,2.64e-05,0,0.228,0.606,166.17,4
362,Megalomaniac,Incubus,1rSo624QuuCteNxAzsU3SV,0.532,0.943,-4.549,0.0512,0.0056,0.000587,0.317,0.371,140.042,4
363,Hit That,The Offspring,3lfmqF0ULXRHlWxBeaHo3t,0.704,0.809,-3.045,0.0321,0.0233,0,0.0596,0.962,131.952,4
364,Just Like You,Three Days Grace,0CA3RxBx2xSQXPfpmUBK1v,0.373,0.737,-5.282,0.0297,9.4e-06,0,0.0696,0.565,177.9,4
365,Let Me Go,3 Doors Down,0nNVR2iDM3eVzEgMi78vQm,0.48,0.863,-4.914,0.0385,0.0181,0,0.111,0.491,91.972,4
366,Mr. Brightside,The Killers,7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,-3.74,0.0808,0.00101,0,0.0953,0.232,148.017,4
367,I Am The Highway,Audioslave,3bwAS8cN7Xtzvv5UurJOOX,0.341,0.662,-5.023,0.0335,0.105,0,0.113,0.2,174.875,4
368,Are You Gonna Be My Girl,Jet,305WCRhhS10XUcH6AEwZk6,0.613,0.953,-3.435,0.0855,0.00148,0.000582,0.152,0.537,105.046,4
369,Since U Been Gone,Kelly Clarkson,3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131.0,4
370,This Love,Maroon 5,6ECp64rv50XVz93WvxXMGF,0.712,0.862,-4.612,0.0378,0.0525,0,0.093,0.809,95.051,4
371,45,Shinedown,420JGkyLfLUZcgBHKiIK9v,0.446,0.657,-4.494,0.0262,0.0022,0,0.189,0.215,152.132,3
372,Vitamin R (Leading Us Along),Chevelle,04NGX0b5Tgs7VsErfn5OA1,0.481,0.88,-4.55,0.0717,0.00465,6.02e-05,0.204,0.289,95.023,3
373,The Outsider,A Perfect Circle,6CqYhhUPJORx1vvdTNc8jv,0.328,0.843,-6.644,0.0887,0.000111,0.801,0.0496,0.422,113.329,4
374,Re-Align,Godsmack,5QxSNwBnEmCOUyos3iMjmd,0.403,0.963,-3.051,0.057,2.65e-05,2.36e-06,0.112,0.323,101.104,4
375,She Will Be Loved,Maroon 5,7sapKrjDij2fpDVj0GxP66,0.706,0.713,-5.512,0.0301,0.0596,0,0.132,0.544,102.037,4
376,Meant To Live,Switchfoot,2md2i5QvelRFnafpnd6LOg,0.397,0.903,-4.577,0.0457,0.00575,1.6e-06,0.362,0.556,151.551,4
377,Burning Bright,Shinedown,2v2tACRdYHWFMuUIvSI4fL,0.527,0.763,-5.303,0.0325,0.0004,4.52e-06,0.108,0.26,113.406,4
378,So Cold,Breaking Benjamin,3xXKwkmkrpZmGpIof83xbE,0.485,0.776,-5.472,0.0525,0.00225,0.000102,0.124,0.26,153.055,4
379,All Because of You,U2,7eFTNCuoCYmzfdd7PLaw9r,0.294,0.877,-2.846,0.0515,0.00186,0.0131,0.0658,0.437,134.047,4
380,I Miss You,Blink-182,1oTo3ijRbaDAtrjJrGAPSw,0.664,0.781,-6.547,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,4
381,Look What You've Done,Jet,0ZSmRnXnP5fdANtVlCok1g,0.398,0.547,-6.846,0.0261,0.414,0.00143,0.146,0.305,73.396,4
382,Getting Away with Murder,Papa Roach,1x0AirtLjfVquI0A9iBVep,0.564,0.968,-3.75,0.0631,0.000116,3.97e-05,0.226,0.352,103.885,4
383,Ch-Check It Out,Beastie Boys,56H98l4uinRifnTH8e308N,0.795,0.899,-7.02,0.292,0.0766,0,0.0852,0.694,115.062,4
384,Ugly,The Exies,1NoE1pEKbjVDmwLvrMsoop,0.214,0.941,-2.983,0.0984,0.000441,0,0.0977,0.17,169.548,4
385,Silver And Cold,AFI,6RGV97HIkgZJjme2dzilfg,0.412,0.839,-4.543,0.0369,0.00258,7.1e-06,0.333,0.37,130.09,1
386,So Far Away,Crossfade,2tHImX6L0zzQKyle2E99O4,0.503,0.942,-5.025,0.094,0.000105,0,0.248,0.4,106.039,4
387,One Thing,Finger Eleven,2BepFzUWfczDk68DXj10w3,0.588,0.555,-9.401,0.0334,0.447,0,0.0806,0.445,151.991,4
388,Float On,Modest Mouse,2lwwrWVKdf3LR9lbbhnr6R,0.649,0.888,-4.807,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,4
389,Breakaway,Kelly Clarkson,61Qhe2mHSLhUE04QeK4lkD,0.446,0.701,-4.179,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,3
390,Hey Now,Tantric,31ERdVWpfc0DiTZxcFIJ6Y,0.612,0.881,-5.128,0.0405,0.00465,2.13e-05,0.596,0.623,99.95,4
391,Pieces of Me,Ashlee Simpson,7yXibbAYi4to5oQTeO738f,0.532,0.807,-4.301,0.057,0.0584,0,0.114,0.759,87.183,4
392,I Believe In A Thing Called Love,The Darkness,756CJtQRFSxEx9jV4P9hpA,0.442,0.846,-5.214,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,4
393,Time Is Running Out,Muse,2takcwOaAZWiXQijPHIx7B,0.585,0.842,-5.883,0.0556,0.00242,0.00686,0.0866,0.428,118.211,4
394,Maps,Yeah Yeah Yeahs,0hDQV9X1Da5JrwhK8gu86p,0.502,0.941,-5.194,0.0716,0.000346,0.319,0.553,0.124,119.783,4
395,Duality,Slipknot,61mWefnWQOLf90gepjOCb3,0.354,0.982,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772,4
396,How About You,Staind,4Q1XmQnyT8ZqQBYVu16mPi,0.277,0.949,-2.596,0.171,0.000231,0,0.149,0.204,114.616,4
397,Anthem Of Our Dying Day,Story Of The Year,4sPJgy0CksvmXp9jC0W4gv,0.388,0.8,-6.33,0.0783,0.0211,0,0.212,0.357,194.744,3
398,Broken,Seether,507bYMYfbm6sUS9iEAaeSd,0.448,0.61,-2.695,0.0342,0.0102,0.000491,0.135,0.214,123.762,4
399,Touché,Godsmack,5AeT3tvGBNNL0srTbWcq3q,0.303,0.794,-5.423,0.0294,0.00133,0,0.0695,0.302,179.614,4
400,Vermilion,Slipknot,0fX9KPa0i9RGDI59gI90i9,0.219,0.989,-2.962,0.16,0.00421,0.0156,0.375,0.149,168.069,3
401,Pain,Jimmy Eat World,2WhDg8UWljoAl8oNh8uZbJ,0.395,0.955,-3.352,0.12,0.0176,0,0.585,0.283,168.005,4
402,Take Me Out,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.136,0.527,104.561,4
403,Love Song,311,3mtukCAgd0mE260QcBfXAX,0.625,0.686,-8.337,0.0309,0.0154,0.0499,0.0932,0.556,139.817,4
404,Closure,Chevelle,3wwoB2eYeGnuOSuIYqXEdl,0.289,0.736,-3.38,0.0369,0.00087,0.00395,0.0636,0.13,152.158,3
405,Open Your Eyes,Alter Bridge,3Gbyl3XZVeEcnFPiiPR09n,0.356,0.904,-3.953,0.0624,0.000244,1.75e-06,0.359,0.38,162.397,4
406,Dirty Little Thing,Velvet Revolver,2NJ5fMRTfFZofOaTccEN9k,0.269,0.991,-3.82,0.106,4.58e-05,0.0652,0.175,0.283,167.592,4
407,Redefine,Soil,5LDJR2EMKHrB843oVlWGGq,0.523,0.936,-3.235,0.0574,0.000112,2.96e-06,0.209,0.237,111.062,4
408,All Downhill From Here,New Found Glory,5dpDrUG52yI3s1AQRlaypA,0.428,0.934,-4.061,0.0926,8.31e-05,0.000431,0.108,0.724,167.988,4
409,My Happy Ending,Avril Lavigne,6sqNctd7MlJoKDOxPVCAvU,0.414,0.936,-2.407,0.0758,0.00136,0,0.369,0.74,170.229,4
410,Triple Trouble,Beastie Boys,67wjzKe19et4fvb7ID6zAu,0.947,0.761,-7.485,0.275,0.314,0,0.217,0.905,109.995,4
411,Until The Day I Die,Story Of The Year,0DKNNR9iDjwfCEpMiFXMJq,0.597,0.931,-4.591,0.0984,0.127,0,0.0504,0.534,92.003,4
412,Feelin' Way Too Damn Good,Nickelback,4i2WUspbfNZCnhkypoFKrM,0.51,0.818,-5.626,0.0415,0.000722,0.000659,0.151,0.395,156.05,4
413,Running Blind,Godsmack,2K1ycyCL39S1vh2O7Exr6O,0.54,0.834,-6.984,0.031,0.176,0,0.0631,0.341,136.085,4
414,Talk Shows on Mute,Incubus,36UaSfZbXdiYra3nBeXMZK,0.723,0.584,-5.729,0.0259,0.141,0,0.0917,0.62,114.072,4
415,Take It Away,The Used,2PzjnmkdMr6eOkFwQgqmyC,0.275,0.893,-5.415,0.387,0.000288,0,0.236,0.236,176.109,4
416,Ride,The Vines,1ndueeuUL5csGntKZGMVNj,0.592,0.932,-3.12,0.041,0.0019,0.000136,0.0468,0.657,125.903,4
417,Somebody Told Me,The Killers,6PwjJ58I4t7Mae9xfZ9l9v,0.497,0.97,-4.851,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,4
418,"Jackson, Mississippi",Kid Rock,4SXMRJugy8ifYJdoS9cXGg,0.536,0.785,-4.857,0.0337,0.000676,0.00329,0.101,0.356,128.773,4
419,Vindicated,Dashboard Confessional,1EotcFbWTbMCXeKFVEtX6Y,0.515,0.802,-3.423,0.0345,0.0321,0,0.0844,0.29,85.998,4
420,First Straw,311,6FEzFxEbAj0y0FJjJUVWna,0.699,0.621,-6.619,0.0435,0.00672,0,0.0429,0.789,156.036,4
421,All These Things That I've Done,The Killers,0kYUrLVQOfx21xuXu7OGrT,0.557,0.728,-6.181,0.0405,0.00156,5.13e-06,0.118,0.216,118.241,4
422,Slow Hands,Interpol,1VcIbyyDX8j0GNxSlsRFeJ,0.245,0.974,-2.523,0.0496,0.00045,0.438,0.363,0.644,141.885,4
423,Behind Blue Eyes,Limp Bizkit,1MTQHCpraD4S8g5PAFKzoj,0.595,0.489,-6.66,0.0271,0.497,0,0.119,0.0902,120.315,4
424,Only One,Yellowcard,0gZp88SA5OcujHLDGkxtI3,0.477,0.907,-4.814,0.0899,8e-05,7.82e-05,0.149,0.304,81.291,4
425,Work,Jimmy Eat World,7jOmU5z5lgwTL5meoapbMf,0.544,0.914,-3.614,0.0597,0.00575,0,0.192,0.352,115.057,4
426,A Decade Under The Influence,Taking Back Sunday,6um5ccNzX7k3SRsVnLupvI,0.491,0.904,-4.729,0.0765,0.00929,0,0.106,0.607,156.031,4
427,Spin You Around,Puddle Of Mudd,3smfitHkOnNktHDa7ZSVIE,0.478,0.929,-2.999,0.0433,0.00791,0,0.0954,0.521,92.022,4
428,This Fire,Franz Ferdinand,3Obu3jvFSfgLF3pSbi64Vj,0.549,0.87,-9.453,0.0543,0.00249,2.08e-06,0.127,0.671,138.078,4
429,Razor's Edge,Saliva,1UcXepJouqojYfuxbMJX4h,0.442,0.845,-5.051,0.039,0.00195,1.02e-05,0.104,0.375,156.204,4
430,So Far So Good,Thornley,2RDfjb9H56uk2NPgzcgMyn,0.442,0.894,-4.409,0.0736,0.000961,0,0.0551,0.561,172.085,4
431,Mono,Courtney Love,7zL1KgkpPb2Gi5Q2Inypl5,0.381,0.981,-2.723,0.0966,9.11e-05,3.53e-05,0.335,0.442,155.967,4
432,Reptilia,The Strokes,57Xjny5yNzAcsxnusKmAfA,0.489,0.649,-5.11,0.0336,0.000603,0.713,0.101,0.77,158.009,4
433,Alive,Kenny Wayne Shepherd,3i6CL00C5Qdj6PSrUVGWZD,0.415,0.93,-3.736,0.0704,0.0308,0.000177,0.101,0.257,145.975,4
434,The End Of The World,The Cure,0FMAfHeqwXjJPy0mcCm6ur,0.675,0.927,-3.455,0.0446,0.162,1.77e-06,0.337,0.629,119.992,4
435,Heel Over Head,Puddle of Mudd,37JIDCr02xXFowAcdeANtd,0.504,0.965,-3.436,0.0873,0.00174,0,0.129,0.622,137.064,4
436,Obviously,McFly,6EsnG6BmZ6U7NxicrO8tDJ,0.642,0.856,-2.273,0.0314,0.193,0,0.11,0.755,130.583,4
437,Some Kind Of Monster,Metallica,3mNOQhKgWNgtWIq4SGND8j,0.337,0.938,-5.266,0.0532,0.000475,0.238,0.186,0.648,105.377,4
438,Sunday,Lo-Pro,3OUqz6I3Q8Kjz3PFeZA78e,0.338,0.833,-4.311,0.0439,2.66e-05,0.000457,0.0677,0.119,87.833,4
439,Broken Down,Sevendust,1FmOYRn8gz9ygADHOqPikk,0.474,0.963,-2.694,0.0883,0.00217,0.000801,0.139,0.278,94.897,4
440,Best of You,Foo Fighters,5FZxsHWIvUsmSK1IAvm2pp,0.366,0.94,-5.119,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,4
441,Save Me,Shinedown,23SlyxzUtQtExgEButcOtR,0.524,0.816,-3.49,0.0308,0.00044,0,0.0777,0.252,116.026,4
442,Photograph,Nickelback,3hb2ScEVkGchcAQqrPLP0R,0.515,0.876,-3.756,0.0292,0.000932,0.000166,0.136,0.385,145.916,4
443,Wasteland,10 Years,3pO37BXsjMC2wApALxGbuB,0.409,0.783,-5.083,0.0731,0.000422,0.000354,0.0664,0.313,145.541,4
444,Feel Good Inc.,Gorillaz,0d28khcov6AiegSCpG5TuT,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,4
445,Be Yourself,Audioslave,3zwmW1gM4E8FlHXV5nE16u,0.423,0.845,-3.509,0.0559,0.143,5.07e-06,0.213,0.317,116.602,4
446,Remedy,Seether,5ynxx6zC4dgzsMHLYQ04Dc,0.55,0.952,-4.664,0.0924,0.000193,0.000666,0.0614,0.391,127.804,4
447,Holiday,Green Day,4VgEM12OeaN3GyBV487Me7,0.552,0.89,-3.409,0.0342,0.000143,0,0.888,0.716,146.525,4
448,Scars,Papa Roach,1UREw2MCfU0xwBzCAjxlUD,0.384,0.921,-3.334,0.055,0.0948,0,0.168,0.471,89.922,4
449,The Hand that Feeds,Nine Inch Nails,5ugzDiilhy6ILKmKfhEzd7,0.587,0.99,-4.496,0.0783,0.0172,0.000668,0.104,0.486,127.992,4
450,Home,Three Days Grace,6GVryHJpjnrnrsTggoNTpe,0.366,0.847,-5.216,0.035,2.64e-05,0,0.228,0.606,166.17,4
451,Burning Bright,Shinedown,2v2tACRdYHWFMuUIvSI4fL,0.527,0.763,-5.303,0.0325,0.0004,4.52e-06,0.108,0.26,113.406,4
452,DOA,Foo Fighters,1QZFn6QUNHfCp8s06C91hw,0.462,0.913,-4.298,0.074,0.000189,0.00142,0.0671,0.72,145.522,4
453,Hypnotize,System of a Down,6oO7WMjD6kEvCITLbVj0mu,0.274,0.92,-4.096,0.0489,0.0303,0.000412,0.115,0.0397,154.016,4
454,Only,Nine Inch Nails,0m1DJ5Jkv3kdnGrcZsJFmC,0.7,0.807,-5.711,0.029,0.000576,0.00488,0.0996,0.963,112.15,4
455,Bat Country,Avenged Sevenfold,3sHH7lklbfpcraDDvYnjo7,0.541,0.968,-4.129,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,4
456,Mr. Brightside,The Killers,7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,-3.74,0.0808,0.00101,0,0.0953,0.232,148.017,4
457,Animals,Nickelback,3rjM7GhxdVq1YySsHBs21i,0.572,0.961,-3.089,0.0625,0.000734,0.021,0.207,0.818,76.998,4
458,Cold,Crossfade,6ZxrUCaynLgKSUudACOTwj,0.451,0.815,-5.55,0.0368,6.06e-05,0,0.27,0.618,147.974,4
459,Right Here,Staind,6S7mmHgyWOG6pIYuL4YrfQ,0.492,0.646,-5.334,0.0303,0.00136,2.21e-05,0.121,0.214,112.228,4
460,Beverly Hills,Weezer,1yKu2MhpwzDXXH2tzG6xoa,0.693,0.823,-3.761,0.0726,0.0932,0,0.328,0.741,87.904,4
461,Look What You've Done,Jet,0ZSmRnXnP5fdANtVlCok1g,0.398,0.547,-6.846,0.0261,0.414,0.00143,0.146,0.305,73.396,4
462,"Dance, Dance",Fall Out Boy,0a7BloCiNzLDD9qSQHh5m7,0.622,0.961,-3.198,0.154,0.00523,0,0.0854,0.449,114.452,4
463,So Far Away,Crossfade,2tHImX6L0zzQKyle2E99O4,0.503,0.942,-5.025,0.094,0.000105,0,0.248,0.4,106.039,4
464,Every Day Is Exactly the Same,Nine Inch Nails,0ypg59NyOVCpWVzd0SUsT5,0.607,0.941,-6.163,0.0486,0.0217,0.071,0.119,0.414,144.04,4
465,Wake Me Up When September Ends,Green Day,3ZffCQKLFLUvYM59XKLbVm,0.546,0.814,-5.146,0.0314,0.023,0,0.0972,0.146,104.98,4
466,Happy?,Mudvayne,0INUE1K7cEiE8VH63Rv5RJ,0.546,0.97,-2.661,0.097,0.000823,2.08e-05,0.275,0.383,100.065,4
467,Twisted Transistor,Korn,05NpeTQWnzXS1d8ZqL4YFZ,0.581,0.983,-3.291,0.0636,0.00043,0.00654,0.0806,0.417,110.038,4
468,Let Me Go,3 Doors Down,0nNVR2iDM3eVzEgMi78vQm,0.48,0.863,-4.914,0.0385,0.0181,0,0.111,0.491,91.972,4
469,Work,Jimmy Eat World,7jOmU5z5lgwTL5meoapbMf,0.544,0.914,-3.614,0.0597,0.00575,0,0.192,0.352,115.057,4
470,Because of You,Kelly Clarkson,3f3omU8n47Mqyab5nCaGyT,0.583,0.584,-5.362,0.0314,0.254,0,0.123,0.136,140.039,4
471,Hollaback Girl,Gwen Stefani,0LzrhCZFXW94Y8nwtTuRlw,0.926,0.916,-2.221,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,4
472,All Because Of You,U2,7eFTNCuoCYmzfdd7PLaw9r,0.294,0.877,-2.846,0.0515,0.00186,0.0131,0.0658,0.437,134.047,4
473,Find The Real,Alter Bridge,1PotmRJ9g0y6zLVbJMKeV2,0.345,0.936,-2.986,0.0939,2.12e-05,7.68e-06,0.119,0.317,75.683,4
474,Perfect Situation,Weezer,1D7UBHqaPWDbBHs2S5YXge,0.47,0.806,-4.1,0.0328,0.0271,0.000142,0.2,0.403,93.853,4
475,I Bet You Look Good On The Dancefloor,Arctic Monkeys,29EkMZmUNz1WsuzaMtVo1i,0.535,0.948,-4.19,0.0356,0.00225,0,0.376,0.778,103.183,4
476,Dirty Little Thing,Velvet Revolver,2NJ5fMRTfFZofOaTccEN9k,0.269,0.991,-3.82,0.106,4.58e-05,0.0652,0.175,0.283,167.592,4
