,track_name,artist_name,track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
635,Revelations,Audioslave,22wnEMAQaNrbot1dwmeucH,0.534,0.882,-4.161,0.0482,0.00785,0,0.107,0.368,113.045,4
636,How Long,Hinder,7D1KsjTZcz9id7w7uinStW,0.563,0.947,-4.746,0.0501,0.000117,9.96e-06,0.33,0.569,122.053,4
637,Prayer Of The Refugee,Rise Against,4OSbctVD37ycS0H3rwRm72,0.2,0.977,-3.494,0.159,0.00165,1.1e-05,0.259,0.39,195.711,4
638,Famous,Puddle of Mudd,7Ml1vXT6LaH34jVBGYygWY,0.406,0.932,-3.386,0.0936,6.13e-05,0,0.053,0.29,130.084,4
639,Gimme More,Britney Spears,6ic8OlLUNEATToEFU3xmaH,0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324,4
640,Ten Thousand Fists,Disturbed,5hkgrWxkobGtg30I7DsfVu,0.54,0.977,-3.409,0.0878,2.55e-05,0.0553,0.0533,0.211,106.911,4
641,Empty Walls,Serj Tankian,16pmJwwNFVCqdXWPZtwZzh,0.464,0.963,-3.568,0.0484,0.00161,0,0.196,0.528,160.071,4
642,Level,The Raconteurs,5HkLVhdVOifwVzQhuh51dL,0.519,0.666,-9.732,0.0645,0.101,0.346,0.118,0.274,146.467,4
643,So Hott,Kid Rock,1SByxvzTeuhTtPLWuuO5G8,0.635,0.926,-3.056,0.0517,0.000497,0.0412,0.0994,0.598,112.984,4
644,Until the End,Breaking Benjamin,0ZEeEZnZ496lE6kN7bmSrp,0.298,0.927,-4.396,0.0995,0.00021,0,0.296,0.389,133.997,4
645,She Builds Quick Machines,Velvet Revolver,5kwVVnZ8ZjJanBbGmrbHsb,0.333,0.883,-4.486,0.0403,0.000193,0.259,0.313,0.673,148.818,4
646,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,1oagRT7LfpVlNJN6FSZDGp,0.435,0.887,-4.07,0.0636,0.000747,0,0.0327,0.408,199.935,4
647,Ten Ton Brick,Hurt,4DPvNH37oJcv3LdMJMZGUi,0.51,0.824,-4.194,0.0593,0.00131,5.61e-06,0.0772,0.379,167.16,4
648,Piece of Me,Britney Spears,2EvwLVrnYbCZEG6Kx5DCRy,0.769,0.638,-5.054,0.216,0.0902,0,0.0857,0.782,115.007,4
649,Sorry,Buckcherry,0EbnUc05YEKhZRKgbrZWpq,0.54,0.773,-3.627,0.0288,0.0315,0,0.176,0.381,130.952,4
650,Grace Kelly,Mika,7dzUZec5MnWMyQnk5klnKR,0.671,0.82,-5.796,0.048,0.0194,0.0133,0.361,0.685,122.361,4
651,Misery Business,Paramore,6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,4
652,Stop and Stare,OneRepublic,1KYboK62JPwNXnzX9V71G8,0.329,0.866,-4.328,0.0484,0.0724,0,0.0869,0.257,184.793,4
653,Home,Daughtry,2mobr1UlKjhxDTOVqng3jw,0.443,0.853,-3.885,0.0361,0.00217,1.77e-06,0.198,0.338,143.986,4
654,Becoming the Bull,Atreyu,2MMrjobPrVLrozyfFXsFJx,0.488,0.936,-3.431,0.0699,0.000435,1e-05,0.106,0.398,95.009,4
655,Thrash Unreal,Against Me!,3c3XnCPwxGhQEHFxxjQcWe,0.555,0.839,-3.583,0.0483,0.000114,0.0574,0.102,0.637,124.877,4
656,Crushcrushcrush,Paramore,3VA4sjTMSTTF02hFGmlpJh,0.631,0.793,-4.086,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,4
657,Well Enough Alone,Chevelle,2mMb3id4Cg7iTwz92wPrTu,0.484,0.879,-4.397,0.0767,0.00024,8.96e-05,0.328,0.286,121.989,4
658,Never Again,Kelly Clarkson,24y3tSyLdRbpVsKhQrR2oj,0.514,0.91,-2.978,0.0714,0.00168,0.00187,0.224,0.472,145.907,4
659,Dig,Incubus,5wvYib82q05wiNjLElD8GJ,0.45,0.895,-4.739,0.0386,0.0293,0,0.116,0.463,77.577,4
660,Straight Lines,Silverchair,5uPO2eBKEdmBT3XtZ76VVa,0.543,0.655,-6.392,0.0289,0.0317,0.00237,0.109,0.165,127.471,4
661,Made Of Scars,Stone Sour,6zPEFBYYo7oMqFiyK7RXJs,0.529,0.841,-4.025,0.0428,5.16e-06,0.000846,0.0404,0.283,101.695,4
662,Rise Today,Alter Bridge,3enGDkTT43WDkJoOP4S8Jl,0.315,0.964,-4.034,0.16,0.00254,4.77e-06,0.13,0.15,159.386,4
663,All These Things I Hate (Revolve Around Me),Bullet For My Valentine,0CbESIyx34Usxoy7emUEBd,0.488,0.88,-3.505,0.0513,0.0303,0,0.288,0.485,94.004,3
664,Amen,Kid Rock,1C8QGWHQeHOCte0bB1dCHk,0.701,0.794,-4.286,0.0338,0.036,0,0.223,0.294,103.994,4
665,The Good Left Undone,Rise Against,3Effll2C7OnP2isgbVPJje,0.179,0.979,-3.803,0.145,0.000212,1.72e-06,0.131,0.524,197.022,5
666,Hard Sun,Eddie Vedder,0fzCtVM9D5UEwiLqcY8Ouq,0.438,0.827,-6.531,0.0328,0.0512,0.000402,0.319,0.645,143.377,4
667,Not Going Away,Ozzy Osbourne,7xyauCIams30DLpAplU2PW,0.457,0.91,-4.254,0.0438,0.0034,0,0.365,0.538,83.959,4
668,Riot,Three Days Grace,1Q2fYlSdwuutWj3QplhY9q,0.185,0.948,-3.892,0.147,0.0104,0,0.105,0.316,196.578,3
669,Believe,The Bravery,4Wvr1YaxNsCujq77dKujys,0.385,0.949,-3.369,0.0459,0.00501,2.13e-06,0.113,0.517,166.137,4
670,Evolution,Korn,4PaPZk1Ozg0TfDTBnbXX38,0.651,0.885,-4.925,0.0548,0.0627,0.0178,0.239,0.536,102.93,4
671,Breathe Into Me,Red,5BrxQCdse2b424hlurCvGz,0.32,0.91,-5.321,0.114,0.000997,0,0.16,0.22,165.943,4
672,Phantom Limb,The Shins,3NPiFBw3mA9qbJfo0nhk6X,0.515,0.848,-4.835,0.0375,0.000486,0,0.0946,0.475,119.84,4
673,Homecoming Queen,Hinder,60KfHY1Mt5iCleJpsIXrJ2,0.496,0.941,-4.968,0.0575,0.000473,0.0166,0.414,0.651,120.047,4
674,About You Now,Sugababes,4J6zcs7YMYiKBLjJUPMHLc,0.552,0.726,-6.017,0.043,0.000104,1.77e-05,0.483,0.658,164.954,4
675,The Last Fight,Velvet Revolver,6DEQ7nhcQXs1rQuWi2DoLJ,0.261,0.783,-4.335,0.0321,0.00088,0.0001,0.0753,0.463,185.076,4
676,All Around Me,Flyleaf,1zN6ynJG4PdR61YWv4PQ3Y,0.473,0.871,-4.893,0.0456,0.0216,0,0.0525,0.47,146.975,4
677,Dull Boy,Mudvayne,6TZ9bryRYVFYrvmEtzAvDu,0.598,0.953,-4.487,0.193,0.00148,2.3e-06,0.23,0.312,142.97,4
678,The Missing Frame,AFI,3DhdwJFwsLdrqNhLrekwTR,0.466,0.914,-4.316,0.0472,4.45e-05,0.0067,0.159,0.4,132.13,4
679,Dance Of The Manatee,Fair To Midland,5hxLWaKnaDQ2f0NdGuV0Ch,0.475,0.891,-5.042,0.0541,0.00141,0,0.0908,0.645,107.026,4
680,Stiff Kittens,Blaqk Audio,0iuPM2DAcdLPR2Nqm7ZQbP,0.608,0.946,-2.817,0.0385,0.0178,1.41e-05,0.0617,0.695,120.041,4
681,Shine,Take That,0HymmN4yq935nqPLMjKNit,0.581,0.852,-3.4,0.0372,0.0312,0,0.103,0.765,90.01,4
682,When You're Gone,Avril Lavigne,54JKnDB3CzVu8wNAOM27BI,0.457,0.719,-3.921,0.0323,0.191,0,0.228,0.168,142.034,4
683,Far Behind,Social Distortion,5HLLD7xSN2DIMQDG7Tw2wv,0.232,0.979,-2.397,0.0692,0.00331,1.11e-05,0.351,0.342,174.753,4
684,The Running Free,Coheed And Cambria,6b6ex5nU1Otcj35ETEZoRV,0.476,0.948,-4.343,0.117,0.0183,0,0.11,0.623,169.974,4
685,Hold On,Korn,2auOcw84LOvAYpbImw8Tid,0.598,0.981,-3.901,0.0945,0.000354,0.819,0.0902,0.151,99.994,4
686,You Wouldn't Know,HellYeah,0cnySM1Mlep9l9Y2fKo04w,0.409,0.916,-3.181,0.0511,0.000248,0.0113,0.125,0.12,147.171,4
687,If I Had Eyes,Jack Johnson,3FnkZFv7kbxwlgaLgbqeDc,0.794,0.569,-8.057,0.037,0.663,0.00336,0.0898,0.705,92.915,4
688,Everything,Buckcherry,0Zetoi3QKwFaAfg54IzBDW,0.539,0.938,-3.746,0.0475,0.0207,3.54e-06,0.0709,0.362,128.044,4
689,Soldiers,Drowning Pool,6JJC9WTCeV0tlV18KFB7uv,0.568,0.849,-6.849,0.0503,0.00145,0.000281,0.315,0.267,108.447,4
690,My Curse,Killswitch Engage,6zKF4293k44ItKWJJgrhXv,0.197,0.956,-2.908,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,3
691,Big Casino,Jimmy Eat World,463wBlCYhDPuOVvAU8bS1h,0.491,0.978,-3.654,0.0493,9.76e-05,0,0.373,0.524,136.007,4
692,Scream Aim Fire,Bullet for My Valentine,45YjbmNrNU5JIUqDeVpVkR,0.359,0.994,-4.232,0.084,0.000116,5.89e-06,0.0816,0.16,100.146,4
693,Liar (It Takes One To Know One),Taking Back Sunday,5heRy6IDNiQXDJf1tZ6SUc,0.436,0.946,-4.755,0.103,0.00121,0,0.215,0.603,93.544,4
694,Drown You Out,Crossfade,69tq9M9yR3RhHsI0Iz19b6,0.42,0.801,-5.08,0.0459,4.92e-05,0,0.309,0.399,94.9,4
695,Far Cry,Rush,4oln108lelSadoqEFlwCZi,0.546,0.919,-4.244,0.0314,0.00148,2.03e-06,0.665,0.704,124.989,4
696,Use Somebody,Kings of Leon,5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,4
697,Psycho,Puddle Of Mudd,3e2KBwxibC1rq4bA5TNKW2,0.573,0.897,-3.549,0.0553,0.00473,0,0.278,0.463,126.034,4
698,Inside the Fire,Disturbed,5cxp9kjCFyJwzv3lzeX7ku,0.463,0.962,-6.43,0.0704,0.000233,0.109,0.0906,0.66,94.003,4
699,Second Chance,Shinedown,0CwYG1UnRmOx8Q1EzElCIL,0.46,0.796,-4.501,0.0333,0.00107,0,0.106,0.182,100.011,4
700,Long Road To Ruin,Foo Fighters,0bORa4VpL8NzyMXEI6UFGK,0.401,0.888,-3.793,0.0401,0.000367,0,0.12,0.365,146.781,4
701,Sex on Fire,Kings of Leon,0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,4
702,The Day That Never Comes,Metallica,2gqzkEF88vMclfRZEIOnQO,0.334,0.986,-1.046,0.0576,0.000114,0.0353,0.0805,0.48,124.668,4
703,Viva La Vida,Coldplay,1mea3bSkSGXuIRvnydlB5b,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
704,Pork and Beans,Weezer,7wclPheMJAUKn2njmO2s3A,0.599,0.624,-6.622,0.0339,0.0109,8.06e-06,0.158,0.706,119.838,4
705,It's Not My Time,3 Doors Down,0uybt73QFXaLCoxuVf6fhm,0.532,0.935,-4.798,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,4
706,Shadow Of The Day,Linkin Park,0OYcEfskah1egYHjYRvbg1,0.534,0.393,-7.813,0.0292,0.00479,0.0107,0.107,0.0641,110.007,4
707,Almost Easy,Avenged Sevenfold,0DkmhHO4yyqCJFjosmmWPU,0.378,0.959,-4.615,0.062,3.56e-05,0.000138,0.102,0.338,174.932,4
708,Let It Die,Foo Fighters,2XvrMHbSO077Ajg7QTTNdY,0.596,0.557,-6.401,0.0299,0.027,1.64e-05,0.0914,0.314,124.023,4
709,Believe,Staind,098lPAWl2OmsCx64TXH5OQ,0.537,0.736,-4.721,0.0284,0.000659,0.00281,0.15,0.227,113.933,4
710,Cyanide,Metallica,2LfonCFEOzFedikP12rTeo,0.313,0.993,-0.463,0.0751,0.000119,0.000335,0.303,0.497,129.255,4
711,Womanizer,Britney Spears,4fixebDZAVToLbUCuEloa2,0.724,0.695,-5.226,0.0622,0.073,0,0.0889,0.235,139.0,4
712,Believe,The Bravery,4Wvr1YaxNsCujq77dKujys,0.385,0.949,-3.369,0.0459,0.00501,2.13e-06,0.113,0.517,166.137,4
713,Something in Your Mouth,Nickelback,6wO0vMRAJB0r1lEWBJZNOq,0.663,0.977,-3.024,0.0575,0.00137,1.77e-05,0.173,0.746,129.975,4
714,I Get It,Chevelle,3K8hcmiEnCiVFqqHoMMz4q,0.506,0.963,-3.805,0.0709,9.2e-05,0.000424,0.147,0.352,124.462,4
715,Hot n Cold,Katy Perry,1y4eb6hmAvsqlDOl3fx9kk,0.706,0.841,-3.956,0.0418,7.95e-05,0,0.0688,0.861,132.032,4
716,Given Up,Linkin Park,1fLlRApgzxWweF1JTf8yM5,0.655,0.885,-4.116,0.0438,0.00117,0.000473,0.0448,0.938,100.088,4
717,Crushcrushcrush,Paramore,3VA4sjTMSTTF02hFGmlpJh,0.631,0.793,-4.086,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,4
718,Rise Above This,Seether,4dZ4iHhsqQAQ4em4abLB6C,0.533,0.83,-3.092,0.0324,0.011,2.98e-06,0.0801,0.249,120.028,4
719,Devour,Shinedown,65f3M1uGKcxbCpXP3KLUOm,0.337,0.981,-3.54,0.141,6.68e-05,0.000717,0.0697,0.228,176.995,4
720,Bad Girlfriend,Theory of a Deadman,5m7on0zpnmeAXy72ANrmfU,0.504,0.957,-2.657,0.0529,0.00298,0,0.187,0.676,135.013,4
721,Chinese Democracy,Guns N' Roses,0zoK1L5JxJbyk7T2nw367B,0.474,0.8,-10.472,0.0775,0.000769,0.0309,0.131,0.156,133.94,4
722,Indestructible,Disturbed,42ZVk59gT4tMlrZmd8Ijxf,0.429,0.966,-4.605,0.0733,0.000209,0.124,0.371,0.525,179.956,4
723,The Good Left Undone,Rise Against,3Effll2C7OnP2isgbVPJje,0.179,0.979,-3.803,0.145,0.000212,1.72e-06,0.131,0.524,197.022,5
724,Breakdown,Seether,0Q9f1NBvKCC37V4oJVEgCh,0.417,0.871,-3.54,0.039,0.000483,3.43e-05,0.0867,0.188,142.003,4
725,Until The End,Breaking Benjamin,0ZEeEZnZ496lE6kN7bmSrp,0.298,0.927,-4.396,0.0995,0.00021,0,0.296,0.389,133.997,4
726,Let It Rock,Kevin Rudolf,6TrNRd98WksT9Kkmx9uj6R,0.607,0.783,-4.41,0.0397,0.000683,0,0.0678,0.434,113.172,4
727,Addicted,Saving Abel,3pxCXv0NACYfYnLjFcQW5D,0.512,0.864,-4.146,0.0338,0.000821,0,0.0982,0.527,138.018,4
728,Do What You Do,Mudvayne,4Icu8prpEka7ufeeyVlj7a,0.498,0.974,-2.649,0.144,0.00203,0,0.167,0.646,165.043,4
729,If I Had Eyes,Jack Johnson,3FnkZFv7kbxwlgaLgbqeDc,0.794,0.569,-8.057,0.037,0.663,0.00336,0.0898,0.705,92.915,4
730,Gives You Hell,The All-American Rejects,6ihL9TjfRjadfEePzXXyVF,0.718,0.691,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,4
731,Down And Out,Tantric,6xR41nXtGrZ8d5PuMq4MyN,0.562,0.862,-4.928,0.0439,0.196,0,0.0962,0.692,86.998,4
732,Love Me Dead,Ludo,3IlYkyctlcTqXAZOA4ZPzz,0.598,0.794,-2.551,0.055,0.00158,0,0.0794,0.373,120.917,4
733,Broken Again,Another Animal,6KqqC7qTXkOHD4bZ0C8eV6,0.448,0.791,-4.829,0.0364,0.0003,0,0.174,0.194,135.664,4
734,Hammerhead,The Offspring,6LGeOxAohAJTZ0fxKXMqXa,0.484,0.953,-3.587,0.0515,0.00168,0.00557,0.0753,0.526,154.454,4
735,Bodysnatchers,Radiohead,4pWIwnnqx8k01fuF95UMIg,0.342,0.976,-4.986,0.0573,0.00443,0.0175,0.0974,0.733,166.663,4
736,The Bleeding,Five Finger Death Punch,4l4ytfBCPSovTX8CB5li3m,0.32,0.811,-5.568,0.0504,0.00149,0,0.0986,0.124,159.958,4
737,Well Thought Out Twinkles,Silversun Pickups,0dQnUUdHMoTQaaaoAotAZC,0.506,0.899,-4.392,0.0344,4.88e-05,0.00574,0.162,0.534,122.163,4
738,Circus,Britney Spears,7jk7gqyEonmVVYahZN5zhW,0.791,0.733,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,4
739,Hold On,Korn,2auOcw84LOvAYpbImw8Tid,0.598,0.981,-3.901,0.0945,0.000354,0.819,0.0902,0.151,99.994,4
740,Falling Down,Atreyu,02hZI7ecPijbO156E9d4iE,0.443,0.963,-3.178,0.214,0.000958,3.11e-05,0.366,0.48,176.99,4
741,Lost!,Coldplay,1STAWoWHYJh2UVUx41pYMD,0.359,0.779,-7.52,0.0412,0.0057,0.837,0.379,0.582,86.951,4
742,Undead,Hollywood Undead,5wBLDkxVvclanSitx5jq8e,0.512,0.943,-5.185,0.106,0.0138,0,0.261,0.485,163.128,4
743,Decode,Paramore,1ZLtE9tSJdaUiIJ9YoKHQe,0.28,0.87,-4.219,0.0592,0.000686,0.00608,0.101,0.284,164.057,4
744,Train,3 Doors Down,65NzNVv3O6nxffiXXeL9ZT,0.446,0.885,-5.026,0.0704,0.00187,9.94e-06,0.174,0.583,169.863,4
745,Shake It,Metro Station,5619Ojc6t9evEEs3B7Drhe,0.618,0.955,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,4
746,Amen,Kid Rock,1C8QGWHQeHOCte0bB1dCHk,0.701,0.794,-4.286,0.0338,0.036,0,0.223,0.294,103.994,4
747,Re-Education (Through Labor),Rise Against,6c1Bdvp208X0jbLmFnWbkC,0.243,0.947,-3.388,0.102,0.000417,3.41e-05,0.133,0.338,147.586,4
748,You Found Me,The Fray,4IoYz8XqqdowINzfRrFnhi,0.338,0.803,-5.412,0.0413,0.0187,0,0.136,0.4,151.994,4
749,Riot,Three Days Grace,1Q2fYlSdwuutWj3QplhY9q,0.185,0.948,-3.892,0.147,0.0104,0,0.105,0.316,196.578,3
750,Paper Planes,M.I.A.,1ixbwbeBi5ufN4noUKmW5a,0.447,0.848,-6.175,0.222,0.033,7.46e-05,0.65,0.485,172.253,4
751,So Happy,Theory of a Deadman,796KVmeIoTOek76YwNduEL,0.462,0.95,-3.94,0.0705,0.00116,0,0.268,0.252,134.089,4
752,The Fad,Chevelle,3booZW0BKQ8En18KSxsZPr,0.447,0.917,-4.332,0.0873,2.46e-05,0.0374,0.0809,0.34,100.692,4
753,Help Me,Alkaline Trio,1Fy9hQQLek2UpOYUEPjiYn,0.513,0.943,-3.982,0.0619,7.13e-05,3.75e-06,0.164,0.528,116.999,4
754,In This City,Iglu & Hartly,4pJoawzi2dt8J6V6J25pOa,0.697,0.838,-3.004,0.0352,0.000896,0,0.0434,0.593,120.019,4
755,Family Reunion,Saliva,1GsPFn8V5GNwQJcJiug0o1,0.447,0.937,-4.466,0.0564,0.00011,0.169,0.163,0.571,179.928,4
756,Troublemaker,Weezer,4r53Y7uKvyXCU7a9dsnb58,0.652,0.74,-7.93,0.0313,0.0164,0,0.142,0.82,131.476,4
757,What About Now,Daughtry,3x80T4dEFK7tDFzpxA6Dml,0.358,0.836,-2.821,0.0419,0.0724,0,0.15,0.252,162.007,4
758,Use Me,Hinder,2e8r5YIPMCxXVJPPfwaSK8,0.493,0.979,-3.081,0.0708,0.000292,0.00115,0.378,0.438,134.053,4
759,Handlebars,Flobots,6JH9yWhgbm0y9iAJhCslNc,0.704,0.571,-7.136,0.0969,0.0222,0,0.101,0.524,141.888,4
760,Kids,MGMT,1jJci4qxiYcOHhQR247rEU,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,4
761,"Too Much, Too Young, Too Fast",Airbourne,6fhpnwCBLVamyD7gkZhXjt,0.592,0.813,-7.154,0.0465,0.0014,0.000966,0.336,0.384,114.038,4
762,Issues,The Saturdays,1sWZtdyo3GBQgy3LoAwk5P,0.702,0.808,-5.993,0.033,0.0608,0,0.247,0.707,110.996,4
763,37 Stitches,Drowning Pool,4xvNjUqX0t9ilsXSARVg13,0.359,0.897,-6.359,0.095,0.00142,0.000559,0.105,0.355,157.88,4
764,Scream Aim Fire,Bullet For My Valentine,45YjbmNrNU5JIUqDeVpVkR,0.359,0.994,-4.232,0.084,0.000116,5.89e-06,0.0816,0.16,100.146,4
765,Human,The Killers,1sTsuZTdANkiFd7T34H3nb,0.557,0.8,-8.477,0.0601,0.00132,0.0012,0.0906,0.582,135.47,4
766,The Time of My Life,David Cook,6avyV3xlz2UFeiAUZ0SqyT,0.414,0.578,-6.383,0.0287,0.0541,0,0.124,0.281,154.96,3
767,Slow Burn,Atreyu,3SVk1pRtLGxn7xtiqJwmZZ,0.453,0.955,-4.559,0.132,0.00506,0,0.204,0.361,154.974,4
768,Spaceman,The Killers,1A8SxnqRK3qabmuN2qxIpa,0.525,0.904,-5.488,0.0532,0.00257,0.000648,0.12,0.803,151.988,4
769,Salute Your Solution,The Raconteurs,4I3573QbRpER4HPzyFSFJa,0.266,0.946,-2.855,0.171,0.00781,2.73e-06,0.26,0.498,168.465,4
770,Gotta Be Somebody,Nickelback,06T10fEzN8ZCcqzQZYA184,0.536,0.89,-5.222,0.0601,0.000354,0.00165,0.133,0.205,115.998,4
771,Two Weeks,All That Remains,0XT70Wk9pP8JZkmJhfntuL,0.558,0.943,-4.81,0.0535,0.00191,4.38e-05,0.248,0.56,111.994,4
772,Hell Yeah,Rev Theory,2qABxQZhfAthNxszLiSsUw,0.357,0.982,-3.41,0.107,0.000105,3.64e-06,0.0222,0.368,167.889,4
773,Untouched,The Veronicas,0KlahhzNb98zyN83Vwae0l,0.557,0.783,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008,4
774,Blind Man,Black Stone Cherry,2yEzGtqJB8ah8KWMmPAQMk,0.499,0.975,-3.722,0.0804,0.000369,0,0.0823,0.33,117.102,4
775,Burnin' Up,Jonas Brothers,2VEsmoek0sol9MnJFyoG9e,0.667,0.954,-3.462,0.0817,0.0296,0,0.331,0.807,114.03,4
776,Shadowplay,The Killers,6HbTF52swZiGSJ2cvAJ7PU,0.643,0.805,-7.238,0.0476,0.000781,0.578,0.393,0.352,145.029,4
777,Broken Strings,James Morrison,0tp2cUnCAcsR6xL5kw9HKu,0.569,0.716,-4.871,0.0297,0.0124,0,0.0727,0.307,111.946,4
778,Prodigal Son,Sevendust,7N0lfWsS6xhqPsPSy2Osta,0.408,0.94,-3.392,0.0719,0.000337,6.06e-05,0.5,0.796,173.874,4
779,Beautiful,10 Years,6AgtIN7FyBd4zJhZI7mrsz,0.499,0.736,-4.68,0.0323,0.00168,1.68e-06,0.162,0.227,131.909,4
780,Gamma Ray,Beck,2iWfZFAF8BCi0CY4NyuP8D,0.603,0.909,-4.213,0.0385,0.109,0.249,0.329,0.7,168.116,4
781,Black Rain,Ozzy Osbourne,1NXguUURlFigDpGEcdKVUT,0.539,0.874,-5.653,0.0484,0.0114,0,0.357,0.428,116.934,4
782,Watch Over You,Alter Bridge,7kxfWvj6u9oWQ5C36kMtGb,0.276,0.658,-5.418,0.0329,0.0836,0.000553,0.161,0.16,172.326,4
783,Hallelujah,Jeff Buckley,3pRaLNL3b8x5uBOcsgvdqM,0.324,0.136,-10.33,0.0318,0.931,0.00117,0.176,0.0831,97.256,3
784,Enemy,Drowning Pool,6UCt3BX5ZJ6kyux02trCNk,0.555,0.924,-5.227,0.039,1.84e-05,5.57e-05,0.09,0.485,108.996,4
785,New Divide,Linkin Park,6Wx88Mv6b9ofjKMKkdwOJd,0.493,0.808,-3.365,0.0362,0.000235,0,0.0983,0.38,117.971,4
786,Something In Your Mouth,Nickelback,6wO0vMRAJB0r1lEWBJZNOq,0.663,0.977,-3.024,0.0575,0.00137,1.77e-05,0.173,0.746,129.975,4
787,Uprising,Muse,4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,4
788,Check My Brain,Alice in Chains,2O2ii9OPZYh1NBXo9FtE0Y,0.441,0.845,-3.315,0.0462,3.28e-06,0.0533,0.723,0.304,113.989,4
789,Use Somebody,Kings Of Leon,5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,4
790,Know Your Enemy,Green Day,5qtwzv99vOr5UTwnTixn7j,0.56,0.958,-3.245,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,4
791,Sound Of Madness,Shinedown,0W9Xvd4Qx1aZPxEi94vgRY,0.328,0.939,-1.654,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,4
792,Break,Three Days Grace,4urxRqBRiaH0i20OKBsgxc,0.578,0.897,-3.906,0.0357,0.000666,0,0.0924,0.737,115.491,4
793,Cyanide,Metallica,2LfonCFEOzFedikP12rTeo,0.313,0.993,-0.463,0.0751,0.000119,0.000335,0.303,0.497,129.255,4
